ensemble_size;model_name;mean_absolute_error_mean;mean_absolute_error_std;mean_squared_error_mean;mean_squared_error_std;root_mean_squared_error_mean;root_mean_squared_error_std
4;Wechsel_BERT;0.4544731850758633;0.005639600206213299;0.3144123129439564;0.00756907579716421;0.5606843606633797;0.00673840170302905
5;Wechsel_BERT;0.4540029713623062;0.005051467793477137;0.3135022469604209;0.006714057252386017;0.5598807037166533;0.0059900289325265236
6;Wechsel_BERT;0.4534165948111145;0.0045365775602100415;0.312397482949241;0.006029113003390727;0.5588993871960033;0.005383950974941128
7;Wechsel_BERT;0.4532458008871623;0.004395183104285066;0.31199102081657365;0.005903593453802565;0.558536649982853;0.005278191149091035
8;Wechsel_BERT;0.4530931575379859;0.003987889440988129;0.3117384559019448;0.005223604443739607;0.558315868285041;0.004676429413269205
9;Wechsel_BERT;0.4528241253627435;0.0038738309323588355;0.311370636054348;0.005143704143677179;0.5579869555220038;0.004605945762716874
10;Wechsel_BERT;0.4526243650745066;0.0036158718059349105;0.3110284451932404;0.0046441834853036355;0.5576837201092253;0.004163033656321633
11;Wechsel_BERT;0.4527821144220455;0.0034007327097350867;0.31104203891205906;0.00456438616090109;0.5576964549337574;0.004088983512341531
12;Wechsel_BERT;0.45239808149795685;0.0033076198172329587;0.31068850045505786;0.004250568213888846;0.5573813571598473;0.003812831413525244
13;Wechsel_BERT;0.45229590585997587;0.0032865717990026963;0.310446706231185;0.004361422716504878;0.5571637517677636;0.0039083529110219865
14;Wechsel_BERT;0.45218296633562755;0.003179832460457942;0.3102724279457572;0.004051444563833179;0.5570091879390778;0.0036339651772237963
15;Wechsel_BERT;0.4523872257480081;0.0030436547643735174;0.3105740918531165;0.003915463530199776;0.557280703540159;0.0035102188733554785
16;Wechsel_BERT;0.45225903070407825;0.0029500497868165955;0.3102925379559814;0.0038445603007389454;0.5570284132514892;0.003449156881567737
17;Wechsel_BERT;0.45207386334418914;0.002796784116398081;0.30995186953196247;0.003603631415058282;0.5567238207655435;0.003235334846529705
18;Wechsel_BERT;0.4520542233702994;0.0027762405241370854;0.3099648480424739;0.0036522241252704758;0.5567352077070322;0.003281357827224984
19;Wechsel_BERT;0.4520525480859336;0.0027166037579411948;0.310026808584979;0.003435947377103451;0.5567919714744027;0.0030852236924066847
20;Wechsel_BERT;0.45194941803418065;0.0025774356578171717;0.30971572500673805;0.0033741921645743605;0.5565128418373886;0.0030316774034976693
